,sentence,valence,arousal
27343,다른 그릇도 똑같을 거 아니야. 	 물티슈나 가져다 줘요. 내가 닦아 먹어야지 안되겠네.,-1.0,-1.0
27344,"저 1.5인데,  이거 먼지 때문에 그러시는 건가요?",-1.0,-1.0
27345,아니 이게 안 보여? 학생 시력 몇이야.,-1.0,-1.0
27346,어. 대체 그릇을 뭘로 닦는 거야.	 왜 이렇게 먼지가 많아.,-1.0,-1.0
27348, 아 왜.  나 지금 바쁘단 말이야.,-1.0,-1.0
27349,아 엄마는 왤케 말을 섭섭하게 해. 내가 프로 게이머 돼서 엄마 고생 싹 덜어드린다니까?,-1.0,-1.0
27350,어휴 속터져. 내가 이런거 먹일려고 그렇게 고생을 했나...,-1.0,-1.0
27352,내가 언제? 너가 자꾸 화나게 하니까 그러지.,-1.0,-1.0
27353,뭐? 내가 언제 짜증을 냈어?,-1.0,-1.0
27354,뭐? 야 엄마는 아직 한창 때야. 갱년기는 무슨.,-1.0,-1.0
27355,아니.. 학교에서 애들이. 갱년기라는 걸 알려줬는데. 엄마도 혹시 그거인가 해서.,-1.0,-1.0
27357,그거는 근육이 있는 사람들 말이고. 너처럼 근육 하나도 없는 애는 해당 안돼. 얼른 일어나 운동가자.,-1.0,-1.0
27359,누가 그래? 숨쉬기가 기본 운동이라고.,-1.0,-1.0
27360,알람 맞춰서 알아서 일어날 수 있어요 걱정하지 마세요.,-1.0,-1.0
27362,근데 왜 거기 그냥 앉아 계세요?,-1.0,-1.0
27363,저 아침 안 먹는다니까요. 괜찮아요.,-1.0,-1.0
27365,저 기다리지 말고 엄마 인생 사세요.,-1.0,0.0
27367, 그래도 너무 구박하지 마세요. 아빠같은 사람 없어요.,-1.0,0.0
27368, 근데 또 하니까 왜 이렇게 못하니. 무슨 제대로 하는 게 하나도 없어.,-1.0,-1.0
27369, 왜요. 요즘 무슨 일 있어요?,0.0,0.0
27371, 니네 아빠가 요즘 집안일을 한다고 그렇게 설친다?,-1.0,-1.0
27372, 너희 아빠가 집안일 하면 꼭 다시 해야 해. 아주 칠칠맞아 가지고.,-1.0,-1.0
27373, 거기에 쓰레기를 버리면 어떡해요. 다 치운건데.,-1.0,0.0
27374, 아 진짜 짜증나게 진짜. 가뜩이나 오늘 일진도 안 좋은데.,-1.0,-1.0
27375, 내가 지금 막 학생이 버리는 걸 봤는데 왜 발뺌을 해요?,-1.0,0.0
27376, 제가 버린 거 아니라니까요?,-1.0,0.0
27377, 저 진짜 아니라니까요? 아니라는데 왜 자꾸 그러세요?,-1.0,0.0
27378, 옆에 쓰레기통 있잖아요. 바로 거기 있는데 매 번 복도에 이렇게 쓰레기를 버려요. ,-1.0,-1.0
27380,현진이는 나 연락 안 한지 좀 됐어. 작년에 마지막으로 연락한 것 같네.,-1.0,-1.0
27381,그런가? 근데 까먹을만한 내용이 아닌데.             그래도 현진이랑 친했었는데 내가 그걸 까먹나?,-1.0,-1.0
27382,그래? 나는 현진이랑은 연락 끊긴지 오래된 것 같아.             아마 현진이 결혼할 때 마지막으로 봤던 것 같다.,-1.0,-1.0
27383,그랬을 수도 있고 아닐 수도 있고. 아님 현진이가 너한테 말을 안 했나?,-1.0,-1.0
27386,벌써? 현진이가 결혼한지가 15년 더 됐어?,-1.0,-1.0
27389,그렇다니까? 희진이도 모르는거야.,-1.0,-1.0
27390,아휴 우리 희진이는 안 그래.,-1.0,-1.0
27391,나도 진수가 세상에서 제일 착한 줄 알았어 얘. 걔 어렸을 때 얼마나 착했니.            이모 준다고 밖에서 민들레 꺾어오고.,-1.0,-1.0
27392, 어머머? 니가 우리 희진이를 몰라서 그러는거야.              희진이같이 착한 애가 없다니까.,-1.0,-1.0
27393,"어머 얘, 아무리 그래도 우리 희진이는 안 그런다니까?              애가 얼마나 차분하고 어른스러운데.",-1.0,-1.0
27394,우리랑 안 마셔도 지는 이미 밖에서 할 거 다 하고             술 마실 거 다 마시고 다니는 것 같더라.,-1.0,-1.0
27396,나도 남편은 잘 지내고. 진수는 이제 고 삼.,1.0,1.0
27398,"일 년 통으로는 힘들 것 같고, 한, 두 세달정도는 돌아가고 싶다.            그 때 부담감도 심했어. 우리 학교가 입시를 얼마나 빡쎄게 했니.              선생님들한테 맨날 맞고.",-1.0,-1.0
27399,"서러운 일인데, 어찌보면 감사하지.             아... 너 보니까 애들 다 너무 보고 싶다. 다들 잘 지내고 있나?",1.0,0.0
27400,만약 다시 돌아갈 수 있다고 하면 너는 돌아갈래?,1.0,0.0
27401,우리가 이렇게 나이 들어가는구나~,-1.0,-1.0
27403,아니 그래도. 수학이 제일 어려운데 대단하다 형준이. 학원 다닌다고 하면 우리 지우도 거기 좀 보내려고 했는데.,-1.0,-1.0
27404,형준이는 수학은 어디 다녀요?,0.0,0.0
27405,우리는 뭐 그냥저냥 지내지 뭐. ,-1.0,-1.0
27406,"아주 미치겠다니까. 진짜 여기 저기서, 나 정말 어떻게 해야할지 모르겠어.",-1.0,-1.0
27407,내 말이. 그 말 좀 우리 남편한테 가서 해줘라. 다른 집 남편들도 다 그렇게 한다고 나한테 대체 뭐가 불만이녜.,-1.0,-1.0
27408,아니 그게 아니라. 우리는 잘 지내. 그냥 너 앞에서 얘기하기가 좀 그래서…,-1.0,-1.0
27409,아니 무슨 일은.. 그런 거 아니야.,-1.0,-1.0
27410,뭐야. 너 남편이랑 무슨 일 있어?,-1.0,-1.0
27411,이런 얘기 하라고 친구도 있고 그런거지. 난 괜찮으니까 언제든지 얘기 해.,1.0,1.0
27412,"그 자식은 신경도 안써. 자기가 세상에서 제일 바쁘고,             자기가 세상에서 제일 힘든 줄 알아.",-1.0,-1.0
27413,"진짜 더럽게 많이 줘. 다 50대 아저씨들 밖에 없어서 이해를 못해, 다들. 요즘 슬슬 20대 신입사원들 들어오는데, 애를 안 낳아서 그런지 이해를 못한다.",-1.0,-1.0
27416,걔네는 가야지. 일 시켜. 진수 집에서 지 밥 숟가락 하나도 안 치우려고 하는 거 보면 꼴도 보기 싫어. 그래도 너는 좀 무서워 하니까 괜찮겠지.,-1.0,-1.0
27417,하여튼 엄마가 너무 오냐오냐했어.,-1.0,-1.0
27418,언니가 못 가면 나는 꼭 가야지. 아니면 올케밖에 없잖아.,-1.0,-1.0
27419,"이번에 언니도 안 오고, 올케도 못 오면 좀 작게 해야겠어.",-1.0,-1.0
27420,그렇구나. 그럼 엄마랑 나 밖에 없나? 진수랑 재희는 와?,-1.0,-1.0
27421,날 무서워하면 뭐해 지 할머니를 등에 업고 있는데.,-1.0,-1.0
27423," 다 괜찮은데, 가끔씩 새벽에 청소기 돌리시는 것만 좀 부탁드려요. 우리 애가 예민해서 잠을 자주 깨더라구요.",-1.0,-1.0
27425, 아 그래요? 자제 할게요. 미안해요. 나도 일하고 우리 애들 아빠도 일을 하다 보니까 집안일을 할 시간이 없어서 가끔씩 그렇게 됐네요.,-1.0,-1.0
27426, 아.. 그러시구나. 뭐 불편한 건 없으시다니 다행이네요.,-1.0,-1.0
27427,"집에 계신지, 아닌지도 모를 정도로 조용하세요. 너무 조용해서 누구 죽은 거 아닌지 가끔, 가서 확인해봐야 하는 거 아닌가 싶어요.",-1.0,-1.0
27428,뭐 저희가 불편하게 하는 건 없으세요?,-1.0,-1.0
27430,네 그 부분만 좀 부탁드려요.,-1.0,-1.0
27431,위로? 우리는 어떻게 올라가는데?,0.0,-1.0
27432," 아니 우리를 올라오는게 아니라, 우리처럼. 우리가 먼저 올라가고 후배들이 우리처럼.",-1.0,-1.0
27434,우리 후배들이 우리를 올라와? 왜?,-1.0,-1.0
27435,떠나기 전에 우리 식구들 다 같이 모여서 회식 한 번 해요.,-1.0,-1.0
27436,아니에요. 이렇게 솔직하게 말씀해주셔서 도리어 감사합니다.,0.0,1.0
27437," 저, 저번달이랑 그 저번달이랑 가게 사정 힘들다고 월급 반 밖에 안 들어온 거. 이번 달에 주시는 거 맞죠?",-1.0,-1.0
27439,정말 미안해요. 가게 사정이 너무 안 좋아져서. 경기도 안 좋고.,-1.0,-1.0
27440,당연하죠. 이번에는 드려야죠.,0.0,0.0
27441,"솔직히 맛만 보라고 갖고 온건 아니고, 저번에 지나가다가 너 마주치니까 살이 너무 많이 빠졌더라. 요즘 뭐 힘든 일 있어?",-1.0,-1.0
27442,아니야. 그냥 체력적으로 좀 딸리나봐. 살이 좀 빠지네.,-1.0,-1.0
27443,"어휴 맛만 보라고 갖고 온게 이 정도면, 대체 얼마나 한거야.",-1.0,-1.0
27444,그냥 하는 김에 조금 더 했어. 그리고 많이 가져 오지도 않았는데.             그냥 맛만 보라고 갖고 왔어.,1.0,1.0
27448,에이 니가 살이 어딨다고 그래?,-1.0,-1.0
27449,뭐야. 니네 남편 뚱뚱하잖아.,-1.0,-1.0
27451,그건 아니지. 그걸 왜 형욱이가 가져가.,-1.0,-1.0
27452,"아무리 그래도 그렇지. 우리한테는 아무것도 없고, 형욱이한테만.             형욱이, 할머니 병원에 계실 때 몇 번이나 와 봤다고.",-1.0,-1.0
27453,그래도 할머니 돌아가셨는데 형욱이 꼬추 얘기하는 건 좀 아니지 않나?,-1.0,-1.0
27454,꼬추가 벼슬이긴 벼슬이야? 아무것도 안해도 집이 뚝 떨어지고.,-1.0,-1.0
27455,야 아무리 그래도 말을 그렇게.,-1.0,-1.0
27456,그런 거 바라고 한 건 아니지만 나는 솔직히 할머니가 염치는 있는 줄 알았지.  우리한테 옛날에 그런거 미안하다. 당신은 옛날사람이라 몰라서 그랬다 계속 그러시길래.,-1.0,-1.0
27457,그런 거 바라고 간병한 거 아니잖아.,-1.0,0.0
27458,"병 수발은 나하고 언니하고 희재언니하고 다했는데, 결국에 수원 집은 형욱이한테 가?",-1.0,-1.0
27459,할머니가 꼬추꼬추 하셨으니까 그렇지.,-1.0,-1.0
27460,정말? 아휴 진희 걔가 잘 해야 될텐데. 잘 할 수 있을런지 모르겠다.,-1.0,-1.0
27461,진희 와서 강의 한 번 해봤고. 해진이도 진희 좋아하는 것 같더라고. 스피킹 위주로. 라이팅하고 스피킹 위주로 해서 일주일에 두 번 하기로 했어.,1.0,0.0
27462,진희 너무 예뻐졌어. 걔 연예인 시켜야 되는 거 아니야?,-1.0,-1.0
27463,그래? 해진이도 앞으로 잘 할 수 있겠지?,-1.0,-1.0
27464,"벌써 시간이 그렇게 됐나? 하긴, 난 진희 유치원때밖에 생각 안 나는데, 지금 몇 살이지?",-1.0,-1.0
27465,진짜? 나도 그렇게 했어야 했나?,-1.0,-1.0
27466,"아이고, 해진이는 아직 알이다 알. 뭐든 할 수 있어.",0.0,-1.0
27467,그나마 수학보다는 좋아해. 공부를 워낙에 안 좋아해서 큰일났어.,-1.0,-1.0
27468,어머 무슨 말이야. 해진이 아직 애기잖아. 이제 몇 학년이지?,-1.0,-1.0
27469,아니야~ 우리 아현이도 얘네 좋아해. 아현이가 소개해줬는데? 이번에 같이 팬클럽 가입했다? 	 이번에 콘서트하는데 PC방 가서 예매하기로 했어.,1.0,1.0
27470,아고 아줌마요. 정신 차리소~,-1.0,-1.0
27471,"아이고야. 야, 딸래미가 쪽팔려해. 애들 때 빠순이 못해서 뒤늦게 부뚜막 오른거야?",-1.0,-1.0
27472,"등산화, 어디 먼지 산등성이에서 발굴해야 되는 거 아니야?  등산 동호회나 나와라 얘! 성철씨는 너 이러는 거 알고있든?",-1.0,-1.0
27473,아고 주책 바가지. 콘서트 가서 뭐하게. 막 뛰고 막 응원봉 흔들고 그러게?,-1.0,-1.0
27474,"아이고, 주책 나셨네. 이 나이에 뭔 놈의 아이돌이야. 아이돌은.",-1.0,-1.0
27475,"뭔데, 전화로도 못 할 얘기가. 표정은 또 왜 그래. 뭔 일 있어?",-1.0,-1.0
27476,뭐???? 임신???  어머 어머. 웬일이야. 임신?? 이 나이에???,-1.0,-1.0
27477, 몰라. 모르겠어. 대책이 없어.,-1.0,-1.0
27478,어머 어머 웬일이야. 어디서 묶었어. 거기 소송 걸고 그래야 되는 거 아니야?,-1.0,-1.0
27480, 몸이? 왜 그러지? 만성 피로인가?  병원 가봐야 되는 거 아니야?,-1.0,-1.0
27481,"묶어도 풀릴 수가 있대. 미치겠어 진짜.  아니 이 나이에 늦둥이 낳아서 키울 수도 없고, 진짜 어떡해.",-1.0,-1.0
27482,"아니, 쫌 들어봐. 그리고 생리도 갑자기 안 하고...",-1.0,-1.0
27483, 생리??? 어??? 몇달이나?,-1.0,-1.0
27484,두 달동안 없어서 산부인과 가 봤는데…,-1.0,-1.0
27485,"그렇죠. 따져보면 저희 돈이 하나도 안 들어간 거니까.	  근데 저희도 조금 억울한 게, 집 주셨다고 저희가 집에 냉장고다 가구다 해서 다 바꿔드리고, 해외 여행도 보내드리고,  심지어 저번에 고모님 병원비도 저희가 댔는데.",-1.0,-1.0
27486," 언니, 요즘 우리 아파트 집값 어떻게 돼요?",-1.0,-1.0
27488,"어머, 그건 아니지~ 주셨으면 그냥 주신 거지.  은행에서 이자 받아내는 것도 아니고! 그것도, 지금 다시 뺏어가시면  돈은 돈대로 내라시면 어떡해.",-1.0,-1.0
27489,"네, 언제부터 저희가 돈 쓰는 게 당연해져서… 병원비 내역을 찍어 보내시더라구요.",-1.0,-1.0
27490, 준 게 아니라 빌려주신 거였구만.  그럼 이 집 팔아도 자기네한테 돌아오는 건 없는 거 아니야.,-1.0,-1.0
27491,나가라시는 건 아닌데… 아버님 사업이 갑자기 좀 힘드셔서 돈이 필요하신 가봐요.  은근히 이 집 팔았으면 하는 눈치를 주시더라구요.,-1.0,-1.0
27492, 진짜요? 그럼 전세도 같이 떨어졌겠네요?,-1.0,-1.0
27493,어우 야. 빨리 이사 가. 바퀴벌레는 원래 건물에서 한번에 박멸해야 돼. 	 혼자 돈 불러봤자 아래 위층에서 또 올라온다니까?,-1.0,-1.0
27494,"우리 집이 지금 그래. 지긋지긋해 죽겠다.  그놈의 바퀴벌레는 업체 불러도 불러도, 또 어디서 기어나와.",-1.0,-1.0
27495,"그런가봐. 같이 업체 부르자고 반상회에서 얘기 나왔었는데,  아래층에서 죽어라고 안 한다고 하는 거야, 자기는.  아무래도 그 집에서 다 나오는 거 같어.",-1.0,-1.0
27496," 어우. 나 쥐 나오는 데선 살아도 바퀴벌레는 진짜 못 참겠더라.	 그 반들반들한, 그거 뭐라고 해야 돼. 등껍질? 그거 너무 징그러.",-1.0,-1.0
27497,하긴. 어떤 사람인지 겉으로 알 수가 없으니까. 뉴스보면 별에 별 사람이 다 있대.,-1.0,-1.0
27498,어. 분리수거도 막 그냥 복도에 쌓아놓고.,-1.0,-1.0
27499,복도에? 복도는 공용공간 아니야? 민원 좀 넣어.,-1.0,-1.0
27500,"좋긴 좋더라. 전에 살던 데는 재개발을 해도 거의 세 번은 했을거야.  다 쓰러져가는 집이었어, 여기 고치면 저기 터지고, 저기 고치면 여기 바스라지고.  아유, 거기서 어떻게 살았는 지 모르겠어.",-1.0,-1.0
27501,요새 세상 무서워서 그런 것도 함부로 못하겠어.,-1.0,-1.0
27503,그런 사람들 조심해야 돼. 요즘 아파트에 이웃간 살인             막 이런거 뉴스에 엄청 나오잖아.,-1.0,-1.0
27504,"우리 아랫집도 진짜 이상했어. 좀 꾀죄죄하고, 보면 눈빛도 좀 탁하고 퀭하고.",-1.0,-1.0
27505,"그니까! 나 바퀴벌레 못 잡잖아. 혼자 있을 때 나오면, 나 진짜 집 밖으로 도망가.",-1.0,-1.0
27506,얼굴에 티가 딱 나는구만! 누구유. 회사 사람이야??,-1.0,-1.0
27509,나? 요즘 팩도 잘 못하는데?,-1.0,-1.0
27510," 진짜???! 누구야 누구야.  눈 높은 김은영 여왕님을 사로잡은 게! 와아, 언니 드디어 시집 가는거야??!",-1.0,-1.0
27511, 어떻게 알았어? 티나…? 족집게다 야.,-1.0,-1.0
27512,뭐야뭐야. 얼굴이 붉으레 붉으레 한데? 언니 요즘 연애하슈~~~?,1.0,1.0
27513, 시집은 무슨. 이제 막 만난 애야.   너 무슨 신이 내렸니? 촉이 왤케 좋아.,1.0,0.0
27514,퇴근까지 어떻게 버티냐아. 하루가 길다 길어.,-1.0,-1.0
27516, 언니 이렇게. 있는 속 없는 속 다 긁어내려고 온 거야???	 안 그래도 속상해 죽겠는데 왜 와서 굳이 속을 긁어 왜!	 민수 생각을 해도 내가 제일 많이 하겠지. 그런 생각은 안 들어???,-1.0,-1.0
27517,"그럼 전화 좀 받아 이 기집애야. 엄마가 칠순 다 돼서, 놀이터 간, 딸래미 찾듯이,  매일 그렇게 애를 태우셔야겠니?",-1.0,-1.0
27518,"그럼. 널린 게 음식점이고 마튼데, 밥 하나 못 해먹고 살겠어?",-1.0,-1.0
27519, 내가 알아서 할게. 좀 냅둬! 나도 답답해 죽겠다고!,-1.0,-1.0
27520,엄마가 너 죽었나 살았나 안달나셔서 그거 염탐하러 왔다 왜.,-1.0,-1.0
27522,그래도 민수 데리고 있는 애아빤데 연락은 하고 지내야지. 민수 안 볼거야?,0.0,-1.0
27523,오랜만에 만나서 꼭 그렇게 날 잔뜩 세우고 말해야 되겠니?,-1.0,-1.0
27525,"다음 주에 예약 잡아놨는데,  에휴 내일도 술약속 잡아놨단다. 	 자긴 괜찮대. 무슨 신이라도 되는 줄 아나봐.",-1.0,-1.0
27526,건강의 무서움을 모르시네. 우리 그이도 그렇게 막 살다가 위궤양 된통 앓았잖아.	 암 될 수도 있단 얘기 듣고 그제야 몸 사리더라.,-1.0,-1.0
27527,내 말이! 남편한테 가서 말 좀 해줘라. 내가 유별 떠는 줄 안다니까??,-1.0,-1.0
27528,어. 근데 간이랑 위에 뭐가 의심된다고 큰 병원가서 정밀검진 받으래.,-1.0,-1.0
27529,미쳤네 미쳤어. 왜 그러냐 다들,-1.0,-1.0
27530,이래놓고 아프면 병수발 다 우리가 해야되는 거 아니야.,-1.0,-1.0
27531,그러니까. 무슨 몸이 백 개씩은 되는 줄 알겠어.,-1.0,-1.0
27532,안 괜찮지. 미친 거지. 그래서 모임 끝나고 대판 싸웠잖아.	 그 인간 술 마시면 통제가 안돼요. 통제가.,-1.0,-1.0
27533,그러게나 말이다. 고삐풀린 망아지들같어. 호석씨 검사는 언제 받으래?,-1.0,-1.0
27534,뭐??? 근데 저번에 호석씨 엄청 달렸잖아. 괜찮은 거야?,-1.0,-1.0
27536,"에이, 넌 아직 시간 많이 남았잖아. 이제 중학생인데 벌써부터 걱정해.",-1.0,-1.0
27537,아구야. 난 상상도 안돼. 그 핏덩이를 어떻게 보내냐.,-1.0,-1.0
27538,"같이 지내는 애들은 괜찮대? 꼬장부리고 괴롭히고, 그런 애들은 없어야 될텐데.",-1.0,-1.0
27539,"에이 그래도 명색에 칠순인데, 마을회관은 좀 그렇지 않아?",0.0,-1.0
27540,"그건 그렇네. 에휴. 울 엄니 아버지, 딸들 안 낳았음 어쩔뻔 했어.",-1.0,-1.0
27541,"오빠가 그렇지 뭐. 근데 오빠 특성상, 이상한 거 찾아다 들이밀면서, 이래라 저래라 할 거, 아예 안 껴주는 게 편하지.",-1.0,-1.0
27542,"그런가? 근데 좀 큰데서 하려면 시내까지 나가야 하는데,             어르신들 다 오실 수 있을까?",-1.0,-1.0
27543,좋지. 그 쪽에는 제대로 된 행사장이 있으려나?,-1.0,-1.0
27544,"말이 좋지, 우리보고 알아서 준비하라는 거잖아? 자기는 숟가락만 얹겠다?",-1.0,-1.0
27545,교양없게 사람 멱살 잡고 하는 게 그럼 행패가 아닌가요?,-1.0,-1.0
27546,"얼굴에 먹칠. 하 난 지금 온 몸이 오물 범벅이거든, 니들 때문에.  지금 내가 쪽팔리고, 이런 게 무서울 것 같아?  ",-1.0,-1.0
27547, 표영씨가 불쌍해지네요.  일터까지 찾아와서 얼굴에 먹칠하는 와이프라니.,-1.0,-1.0
27549,교양?  너 진짜 미쳤구나.   이게 어디서 교양을 찾아.  교양 찾을 자격이나 될 거 같아 니 따위 게??,-1.0,-1.0
27550,왜. 이제 좀 무섭니? 니가 한 짓이 쪽팔리긴 해?,-1.0,-1.0
27552,남의 회사에 찾아와서 행패 부리시는 건 안 쪽팔리세요?,-1.0,-1.0
27553,"민서에게도 그렇게 말하셨죠. 장담하지 못하는 건, 함부로 약속하지 말아주세요. 	 저 지금 민서 친딸처럼 생각하고 키우고 있어요.  민서 정서에 도움이 된다면, 이렇게 미친 부탁도 천번이고, 만번이고, 할 수 있어요.",-1.0,-1.0
27554,"저… 먼저 연락 드린 건, 다름이 아니라… 민서를 이제, 그만 만나주시면 안될까요.",-1.0,-1.0
27555," 무리한 부탁이 아니라,  천륜을 끊으라는 말을 하고 계신 거에요 지금.",-1.0,-1.0
27556,그게 절 만나서인 것 같나요? 절 만나지 못해서라곤 생각 안 해보셨어요?,-1.0,-1.0
27557,…지금 저한테 무슨 부탁을 하시는 지는 알고 계신가요?	 저한테 지금 친딸을 만나지 말라고 하시는 건가요?,-1.0,-1.0
27558,제가 무리한 부탁을 드리고 있는 건 알지만…,-1.0,-1.0
27559,"나 좀 찾아봤는데,  여수나 제주도? 힐링할 데 많더라구.  그리고 강화도? 부산?도 놀기 좋고.",1.0,0.0
27560,"난 제주도 빼고는 다 안 가본 거 같은데. 바다 보고싶은데, 다른 데에도 바다가 있나?",1.0,1.0
27561,어. 우리 졸업하고 졸업여행으로 갔던 정동진. 그게 마지막이었던 거 같은데? 야 근 30년 됐어~~~ 우리 뭣하느라 이제까지 여행 한번 안 갔었냐.,-1.0,-1.0
27562,딱 그 말이 맞네. 풍수지탄.,-1.0,-1.0
27564,"어떨 땐 5등 했다가, 어떤 땐 또 3등 했다가, 아슬아슬 줄타기해요.	 태현 어머니는 근데 태현이 영어 어떻게 잡아주셨어요?	 저희 세희는 영어를 너무 무서워해요~",0.0,-1.0
27566," 에이, 태현이가 말하기로는 세희 3등이라던데요.	 엄살이 너무 심하신 거 아니에요~~",-1.0,-1.0
27567,맞아요.  태현이랑 세희 같은 반 됐구나.,0.0,1.0
27568,그것두 기본 실력이 따라줘야 가능한 일이죠~ 	 아유 우리 세희는 긴장도 안 했다간 시험지에 장대비가 내릴 거에요.,-1.0,-1.0
27571,"알았어. 심심한데 함 나가보지 뭐. 언니는 내가 마흔이 넘었는데, 지치지도 않아?",0.0,-1.0
27572, 그럼 뭔데. 이게 지금 다 언니 때문이야.  언니가 스트레스 줘서 그러잖아.,-1.0,-1.0
27573,나도 좋은 사람 만나 봤거든~ 그래도 결혼할 마음은 안 들더라.,-1.0,-1.0
27574,너 아직도 담배 안 끊었니! 안돼!,-1.0,-1.0
27576, 어? 그럼 나 안 나가도 돼?,1.0,0.0
27577,아니 언니 생각해 봐. 난 애도 안 낳을 거지? 어차피 못 낳지 이제.	 결혼도 안 하고싶지. 오래 살고 싶은 생각도 없어. 안 필 이유가 없잖아.,0.0,1.0
27578,두 살 차이면서 무슨 백 살 많은 할망구처럼 구냐. 	  나 베란다에서 하나만 펴도 되지?,-1.0,-1.0
27579,"진짜 나는 언니가 나가라고 해서 나가는거지, 그런거 싫어.",-1.0,-1.0
27580,이게. 맞을래 진짜. 좋은 말로 할 때 나가라.,-1.0,-1.0
27581," 결혼을 안 하고 싶은데, 맞선은 왜 나가!",-1.0,-1.0
27582,알았어. 그럼 밖에 나가서 피고 올게.,-1.0,-1.0
27583,그런가? 요즘 몸에 힘이 없긴 해. 움직이기도 귀찮고.,-1.0,-1.0
27586,아니 딱히 그런 것도 없는데. 목이 계속 말라.,-1.0,-1.0
27588,요즘 땀이 이상하게 많이 생기긴 해. 갱년긴가?,-1.0,-1.0
27591,응. 근데 언니는 애호박으로 뭐 해?,0.0,-1.0
27595,근데 우리 남편은 고기를 너무 좋아해.,-1.0,-1.0
27597,"그러니까. 이게 보니까 동물들이 사육과정에서 스트레스를 많이 받아서 고기에도 그 스트레스가 다 함축돼 있더라고. 그걸 먹으니까, 사람들이 자꾸 화가 나고 그런 거라더라.",-1.0,-1.0
27598,맞아맞아. 남자들은 왜 이렇게 고기만 좋아하는지 모르겠어.             우리 남편도 맨날 제육볶음이니 돈까스니 치킨 그런 것만 찾아.,-1.0,-1.0
27600,근데 남편이 워낙 육식주의자니까.,-1.0,-1.0
27603,미세먼지 많을 때 애들을 필리핀 이런데 잠깐 유학 보낼 수 있느냐 없느냐.,-1.0,-1.0
27604,큰 애라도 먼저 보내보는 건 어때?,0.0,-1.0
27607,거기가 보면은 야채들이 늘 좋더라. 과일도 괜찮고.,0.0,1.0
27609,응 그러니까. 말도 어찌나 예쁘게 하든지.,1.0,0.0
27610,괜찮다. 나는 이 동네가 워낙 별로니까. 필라테스 학원이 생겨봤자 대충 가라로 만들었겠다 했지.,0.0,-1.0
27611,정말? 거기 좀 어때? 나도 등록할까 했는데.,-1.0,-1.0
27612, 엄마는 아빠 어디가 좋았을까.,0.0,-1.0
27613,응…. 부부 사이가 다 그런가봐.,-1.0,0.0
27614,그건 그랬지. 그래도 용케 이혼 안 하고 이때까지 살았네.,-1.0,-1.0
27616,얼마나 답답하면 그런 생각 하겠어.,-1.0,-1.0
27617,응…. 그렇담 다행인데.  언제 미행이라도 해볼까? 핸드폰이라도 몰래 볼까?,-1.0,-1.0
27618,응…. 어제 회식하고 늦게 들어온대서 나는 먼저 잠들었거든. 아침에 일어났는데 옆에서 그냥 쓰러져 자고 있더라고. 근데 셔츠에 립스틱이 묻어있었어.,-1.0,-1.0
27619,에이. 뭐 여자 사원 데려다주다 묻었거나 그랬겠지.,0.0,-1.0
27620,그럼 그냥 저녁 때 물어봐. 그게 제일 깔끔해.,0.0,-1.0
27621,립스틱? 아니. 없는데. 왜? 남편 와이셔츠에 립스틱 묻어있었어?,-1.0,-1.0
27624,나도 그래 언니. 이제 우리 늙었나보다.,-1.0,-1.0
27625,고마워. 언니는 염색을 했어?,1.0,1.0
27626,아영이? 응 잘 있지. 요즘 무슨 아이돌을 하겠다고 춤 연습하고 그래.,0.0,-1.0
27627,"그거야 그렇지. 근데 그렇게 치면 안 힘든 데가 어디있겠어. 애기아빠는 물론, 걱정은 많지만…. 그거야 근데, 아이돌 되고 나서 걱정해도 되니까.",1.0,0.0
27629,너무 신기하다. 아영이 사인 받아놔야겠네.,-1.0,-1.0
27630,모르겠어. 뭐 회사가 진짜 있기는 한 것 같은데 내가 이런 쪽은 아예 모르니까. 뭘 믿어야 할 지도 모르겠고.,-1.0,-1.0
27632,그게 근력이 세다는 증거지 뭐. 기준이가 언니 닮아 그렇게 운동을 잘하나보다.,0.0,1.0
27633,언니 그래도 우리 중에 무거운 거 제일 잘 들고 그랬잖아.,1.0,1.0
27635,멋지다. 하고 싶은 게 있는 것도 대단해. 우리 민주는 뭐 학원을 보내줄까 물어봐도 다 가기 싫다고만 해서 너무 골치 아퍼.,-1.0,-1.0
27636,요즘 애들 다 그런데 기준이는 안 그러니까. 너무 좋은 거지.,-1.0,-1.0
27637,어? 할머니 그러면 저 아이스크림도 사면 안돼요?,-1.0,-1.0
27638, 비빔밥 싫은데. 야채밖에 없잖아요.,-1.0,-1.0
27640,그러면 비빔밥에 있는 야채도 먹어야 돼.  약속,0.0,1.0
27641,아 싫어요. 안 갈거에요. 저 여기서 엄마 아빠하고 살 거에요.,-1.0,-1.0
27642,할머니 집은 단독 주택에 수영장도 있는데. 재우 오면 방도 두 개나 쓸 수 있는데.,0.0,1.0
27643,"할머니랑 같이 가자. 맛있는 것도 해주고, 엄마가 못 먹게 하는 아이스크림도 맨날 먹게 해줄게.",0.0,-1.0
27644, 진짜요? 저 가면 또 뭐 할 수 있어요?,-1.0,-1.0
27645,안돼요. 저 우리 엄마 사랑한단 말이에요.              내가 아이스크림 많이 먹으면 엄마 배가 대신 아프다고 그랬어요.,1.0,1.0
27648,세배는 새해에 복 많이 받으라고 하는게 세배인데              추석은 새해가 아니니까 세배가 아니지.,0.0,-1.0
